name,sentiment,node,degree,degree centrality,betweenness centrality,closeness centrality
negative_all.gml,negative,religious exemption,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,adverse effects,15,0.00960307298335,3.77314847093e-05,0.0089628681178
negative_all.gml,negative,flu shot campaign,1,0.000640204865557,0.0,0.00146332540699
negative_all.gml,negative,toxic adjuvants,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,government health agencies,1,0.000640204865557,0.0,0.001152368758
negative_all.gml,negative,controversial,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,swine-flu-related drugs,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,safe level of exposure,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,heightened emotion,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,Dr. Paul Offit,16,0.0102432778489,0.0,0.00942847165638
negative_all.gml,negative,tremors,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,disability,3,0.00192061459667,0.0,0.0626574801938
negative_all.gml,negative,proper protocol,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,flu shot while pregnant,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,genetic tests,2,0.00128040973111,0.0,0.00128040973111
negative_all.gml,negative,partial facial paralysis,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Merck's RotaTeq vaccine,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,safe form of mercury,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,financial compensation,7,0.0044814340589,0.00160878301471,0.0543049811897
negative_all.gml,negative,legislators,2,0.00128040973111,8.20249667594e-07,0.000960307298335
negative_all.gml,negative,risk,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,compassion,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine additives,9,0.00576184379001,0.00327404116934,0.0800533352315
negative_all.gml,negative,Hilleman,2,0.00128040973111,0.0,0.0521616258069
negative_all.gml,negative,medical industry,1,0.000640204865557,0.0,0.0585076699467
negative_all.gml,negative,medical ethics,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,financial conlicts of interest,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,school,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,irritable bowels,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,sicker children,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine program,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Renee Gentry,2,0.00128040973111,0.0,0.0608148306408
negative_all.gml,negative,convenience,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine damage,12,0.00768245838668,0.0268238403557,0.103590555921
negative_all.gml,negative,first measles vaccine,1,0.000640204865557,0.0,0.000853606487409
negative_all.gml,negative,neural damage,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,protection,2,0.00128040973111,0.000313034614809,0.0569129180161
negative_all.gml,negative,sinister revenue model,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,members of the herd,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,traditional medicine,1,0.000640204865557,0.0,0.0628114444549
negative_all.gml,negative,autism rates,3,0.00192061459667,8.20249667594e-07,0.00128040973111
negative_all.gml,negative,stay awake during the school day,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,oxymoron,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,mutagen,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,seasonal influenza vaccine,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,pro-vax people,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,changes,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,punishment,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Government Accounting Office,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,hepatitis B vaccines,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,pharma-controlled lamestream media,1,0.000640204865557,0.0,0.062260604927
negative_all.gml,negative,house of cards,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,hospital,1,0.000640204865557,0.0,0.000853606487409
negative_all.gml,negative,WHO,2,0.00128040973111,0.0,0.0014404609475
negative_all.gml,negative,Church of Vaccines,2,0.00128040973111,0.0,0.00128040973111
negative_all.gml,negative,Vaccine Adverse Event Reporting System,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,Iraq war,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,blood-transmitted disease,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,right to informed consent,2,0.00128040973111,0.0,0.00261416986769
negative_all.gml,negative,worldwide measles death rates,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,MTHFR C677T enzyme defects,5,0.00320102432778,0.000136571569654,0.000640204865557
negative_all.gml,negative,mentally-challenged status,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,vaccine story,8,0.00512163892446,0.000691893377727,0.00288092189501
negative_all.gml,negative,vaccine court,12,0.00768245838668,0.00170119781059,0.00660421861311
negative_all.gml,negative,Pandemrix victims,3,0.00192061459667,2.46074900278e-06,0.0014404609475
negative_all.gml,negative,secret gathering,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,15 doses of seven vaccines,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,sucrose,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,poor access to nutritious food,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,revenues,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,stand up and fight,2,0.00128040973111,0.000255507771455,0.0481367830809
negative_all.gml,negative,medical science,2,0.00128040973111,0.000159743622764,0.0822873817961
negative_all.gml,negative,safety of simultaneous vaccinations,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,initiatives that helped the poor,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,black children,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,vaccine injury lawsuits,2,0.00128040973111,0.0,0.0014404609475
negative_all.gml,negative,Washington Post,3,0.00192061459667,0.000109255287953,0.087558977777
negative_all.gml,negative,recent increase of autism,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,polio,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,medical treatment,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,travel,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,real story on vaccines and autism,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,toxic,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,human beings,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,widespread,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,truthful,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,loss of language,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,fever,3,0.00192061459667,0.0,0.0
negative_all.gml,negative,arthritis,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,more health,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,law,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,newborn boys,2,0.00128040973111,0.000130419697147,0.000640204865557
negative_all.gml,negative,federal level,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,medical license,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,effective,4,0.00256081946223,0.0,0.0
negative_all.gml,negative,cigarettes,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,safety concerns,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,non-medical legal exemptions to vaccination,6,0.00384122919334,0.000792361178896,0.00329248216572
negative_all.gml,negative,Nichole Rolfe,18,0.01152368758,2.37872403602e-05,0.0601482223033
negative_all.gml,negative,Mexican descent,1,0.000640204865557,0.0,0.000853606487409
negative_all.gml,negative,senators,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,inflammatory adjuvant,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,trace levels of mercury,2,0.00128040973111,0.0,0.0426338993896
negative_all.gml,negative,more severe autism,1,0.000640204865557,0.0,0.0682643061164
negative_all.gml,negative,unfair market practices,2,0.00128040973111,0.000132470321316,0.000640204865557
negative_all.gml,negative,California government,7,0.0044814340589,0.000525971428517,0.0659438283296
negative_all.gml,negative,get lost,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,first-world nations,3,0.00192061459667,8.20249667594e-07,0.0686467267659
negative_all.gml,negative,folate,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,biological and military programs,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,GlaxoSmithKline,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,hidden,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Freedom of Information Act,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,low-level mercury poisoning,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,diseases,2,0.00128040973111,0.000660300982413,0.00177834684877
negative_all.gml,negative,litigious,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,safe,6,0.00384122919334,0.0,0.0
negative_all.gml,negative,intimidation,1,0.000640204865557,0.0,0.00152519394442
negative_all.gml,negative,MRC-5 cells,2,0.00128040973111,8.20249667594e-07,0.000853606487409
negative_all.gml,negative,Merck,15,0.00960307298335,0.000543005279947,0.0736586876086
negative_all.gml,negative,California's vaccine violence,1,0.000640204865557,0.0,0.0714028949034
negative_all.gml,negative,schools,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,cellular degeneration,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,loss of consciousness,2,0.00128040973111,4.92149800556e-06,0.000853606487409
negative_all.gml,negative,genetically engineered human protein,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,pharmaceutical industry,8,0.00512163892446,7.38224700834e-06,0.00384122919334
negative_all.gml,negative,pharma-controlled,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,children with vaccine injuries,3,0.00192061459667,0.0,0.00204865556978
negative_all.gml,negative,childhood vaccinations,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,toxic load,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,media stories,3,0.00192061459667,0.0,0.0588008524825
negative_all.gml,negative,encephalitis,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine manufacturers,11,0.00704225352113,0.00274124708159,0.0667974701203
negative_all.gml,negative,mandates,2,0.00128040973111,0.000132060196483,0.000640204865557
negative_all.gml,negative,cancer patients,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,dangerous medical intervention,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,actual number measles cases,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,questionable ethical practices,1,0.000640204865557,0.0,0.00241307987787
negative_all.gml,negative,safety,3,0.00192061459667,0.00104947824647,0.0568998436035
negative_all.gml,negative,to vaccinate children,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,refusal of medical care,1,0.000640204865557,0.0,0.00152519394442
negative_all.gml,negative,permanent injury,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine risks,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,measles recovery period,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,rational scientist,5,0.00320102432778,0.0,0.0642640911913
negative_all.gml,negative,revisionist history purge,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,USDA food donations,4,0.00256081946223,0.000256328021123,0.0631834324427
negative_all.gml,negative,mandatory vaccination law,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,MRC-5,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,regional lymphadenopathy,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,deliberate release of pathogens,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,medical genocide,2,0.00128040973111,4.10124833797e-07,0.000640204865557
negative_all.gml,negative,information about vaccines,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine agenda,3,0.00192061459667,0.0,0.0644179280808
negative_all.gml,negative,vaccinating children,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,children of California,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,AIDS,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,elderly people,3,0.00192061459667,0.000764882815031,0.0490854179957
negative_all.gml,negative,political weapon,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Congress,3,0.00192061459667,0.0,0.0575838322317
negative_all.gml,negative,lawsuits,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,quack science section,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,top health officials,1,0.000640204865557,0.0,0.0641575198202
negative_all.gml,negative,Big Tobacco,2,0.00128040973111,0.0,0.0864887136317
negative_all.gml,negative,immunization schedule,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,exposures,2,0.00128040973111,0.0,0.0596792936871
negative_all.gml,negative,CDC officials,5,0.00320102432778,0.0,0.065090630497
negative_all.gml,negative,Italian descent,1,0.000640204865557,0.0,0.000853606487409
negative_all.gml,negative,thimerosal-neurodevelopmental disorders link,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Connie Smith,2,0.00128040973111,0.0,0.00128040973111
negative_all.gml,negative,injected,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,monster under the bed,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,human muscle tissue,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,target,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Paul Offit,1,0.000640204865557,0.0,0.0549578980539
negative_all.gml,negative,pneumonia,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,high risk of speech disorder,2,0.00128040973111,1.36708277932e-07,0.000640204865557
negative_all.gml,negative,guilt,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine companies,4,0.00256081946223,0.0,0.00256081946223
negative_all.gml,negative,iron,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,sellout editors,2,0.00128040973111,0.000138536617992,0.051838639432
negative_all.gml,negative,spectrum,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,wander off,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,MMR vaccine,2,0.00128040973111,0.0,0.0595024124195
negative_all.gml,negative,biological warfare program,3,0.00192061459667,8.20249667594e-07,0.000640204865557
negative_all.gml,negative,vaccine injury denialism,3,0.00192061459667,0.000264120392965,0.00128040973111
negative_all.gml,negative,highest vaccine rates,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,defective vaccines,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,unvaccinated,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,multi-dose vaccines,2,0.00128040973111,4.10124833797e-07,0.000640204865557
negative_all.gml,negative,adverse events,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,people you know,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,pro-vaccine,3,0.00192061459667,0.0,0.0
negative_all.gml,negative,neurological damage,4,0.00256081946223,0.00207208001879,0.0672874271139
negative_all.gml,negative,young adults,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccine-damaged child,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,MTHFR C677T defect,4,0.00256081946223,0.0,0.00256081946223
negative_all.gml,negative,formaldehyde,10,0.00640204865557,0.00128760464157,0.0697704279454
negative_all.gml,negative,glutathione levels,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,vaccination ,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,campaign of fear mongering,1,0.000640204865557,0.0,0.000853606487409
negative_all.gml,negative,vaccines harm no children at all,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,aborted human fetus,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,accepted rate,1,0.000640204865557,0.0,0.0595024124195
negative_all.gml,negative,marketing vaccines to children,2,0.00128040973111,0.0,0.000640204865557
negative_all.gml,negative,lemming society,5,0.00320102432778,3.28099867038e-06,0.00128040973111
negative_all.gml,negative,critical thinking,4,0.00256081946223,4.10124833797e-06,0.00128040973111
negative_all.gml,negative,vaccines with thimerosal,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,national news headlines,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,vaccine adverse event,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,Peter Todd,3,0.00192061459667,2.05062416898e-06,0.00177834684877
negative_all.gml,negative,severe autism,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,bacillus thuringiensis bacteria,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,race effects,1,0.000640204865557,0.0,0.000640204865557
negative_all.gml,negative,vaccine decisions,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,chest pain,2,0.00128040973111,0.0,0.0
negative_all.gml,negative,sodium phosphate dibasic,1,0.000640204865557,0.0,0.0
negative_all.gml,negative,influenza vaccine,3,0.00192061459667,0.000270207817284,0.00170721297482
